jpyj	戒严
lkmz	乱扣帽子
yuci	御赐
teyi	特异
iycg	臭氧层
woxb	我心
wulw	物类
muye	牧业
wuln	物料
wojx	我家
wojy	我军
jijn	犄角
wuwd	物外
muer	穆尔
wuxl	物象
tegh	特钢
teji	特急
teji	特技
wocc	我操
wutj	物探
wode	我的
tevi	特指
woxl	我想
muge	牧歌
iukd	垂手可得
woxn	我校
yudi	御敌
wodg	我等
wozi	我自
texl	特向
teif	特称
tegc	特稿
muyh	牧羊
yuqm	御前
muts	牧童
wuzi	物资
tevy	特准
munv	牧女
tegs	特供
teyz	特优
wuhz	物候
wuxl	物像
terf	特任
wuyu	物欲
wuhx	物化
tlhx	特拉华
eers	鹅绒
tejk	特经
tlwf	特拉维夫
yuvi	御旨
fuwy	翻手为云
wuvu	物主
wuvg	物证
wuyu	物语
teww	特为
teue	特设
wouo	我说
ugiu	牲畜
wofh	我方
tskl	甜酸苦辣
tnif	条陈
bgzi	笔杆子
albs	奥林巴斯
ivdb	长枕大被
kxjx	科西嘉
tnkk	条块
tnli	条理
tnvo	条桌
xbjq	香槟酒
bfzv	笨嘴
vvyr	种植园
tnji	条几
vvye	种植业
vbjx	知本家
tnan	条案
pgjd	盘根究底
xlbc	箱包
tnbo	条播
xlls	箱笼
zizj	自查自纠
tnli	条例
wzym	我醉欲眠
bfho	笨货
tnrs	条绒
tngr	条贯
tnwf	条纹
yzjj	移樽就教
xldi	箱底
tnwf	条文
vujp	竹节
gfqu	躬逢其盛
bihx	笔划
vuzi	竹子
xniu	笑出
iidd	重重叠叠
vuma	竹马
jwiv	积微成著
biyz	笔友
xnye	笑靥
bigg	笔耕
pgbu	篷布
xnmc	笑貌
ttkk	条条块块
bivi	笔直
bive	笔者
bivi	笔致
bixx	笔下
wilq	微处理器
uuby	生生不已
uisu	生长素
iduh	称得上
bivj	笔战
xnyj	笑眼
bijm	笔尖
lwpu	利物浦
xnwo	笑涡
hxni	和稀泥
uwxt	生物学
iugo	长生果
xnxk	笑星
zigv	秭归
xnyk	笑影
vuye	竹叶
bilu	笔路
vuuc	竹哨
xupb	牺牲品
iwyr	乘务员
jdlg	积德累功
exyb	鹅行鸭步
bili	笔力
vudn	竹雕
bimc	笔帽
xnju	笑剧
biux	笔刷
xuxx	恤
xrvj	先入之见
xxgr	先行官
itwa	长筒袜
xnyk	笑迎
biiu	笔触
uwlm	生物链
bifg	笔锋
xnua	笑煞
vupd	竹排
tvbk	特种兵
xnkj	笑看
vubo	竹帛
biui	笔势
xxxt	息息相通
vuyi	竹椅
ugge	笙歌
biva	笔札
vulz	竹楼
vubj	竹板
biuu	笔述
vuls	竹笼
vugj	竹竿
vupm	竹片
vump	竹篾
bits	笔筒
vbvj	知彼知己
bigr	笔管
wuwu	微生物
vujm	竹简
bida	笔答
vuli	竹篱
bitz	笔头
xnyi	笑意
bidr	笔端
tdjl	特等奖
xnyj	笑颜
dduu	躲躲闪闪
bidc	笔刀
iufu	长舌妇
bifa	笔伐
bihv	笔会
iwhv	筹委会
bihe	笔盒
bdbc	彼得堡
dvti	德智体
tlry	徒乱人意
wjff	微积分
iufm	重生父母
ibzu	筹备组
vuvi	竹纸
vubm	竹编
biui	笔试
yjxi	筵席
biyi	笔译
biwu	笔误
bidn	笔调
xntj	笑谈
bitj	笔谈
biji	笔迹
bidi	笔底
xnuo	笑说
dsjp	冬节
dsch	冬藏
jmba	箭靶
igjk	乘警
txyc	特效药
igxi	乘隙
kels	科隆
kelm	科联
igiu	乘除
dsfh	冬防
igma	乘马
dsgg	冬耕
jmli	简历
juid	积善成德
ugci	剩磁
dsiy	冬春
qmwh	千门万户
dsyt	冬月
dsyu	冬雨
kexp	科协
dyvi	德意志
dsxt	冬雪
mjyf	毛将焉附
jmbn	简表
ugsj	生关死劫
wjbx	委决不下
dsmd	冬麦
kebj	科班
igxu	乘虚
jmbu	箭步
dsgr	冬灌
uvyr	税源
igfa	乘法
dsxy	冬汛
jmug	简省
igxk	乘兴
dsys	冬泳
jmyi	简易
dsjk	冬景
kebp	科别
keyr	科员
jmui	简史
jplj	筋疲力尽
uili	生产力
jmmj	简慢
ltcf	乱头粗服
iguu	乘数
dshj	冬寒
keui	科室
jmxp	简写
igmi	乘幂
keer	科尔
kemk	科名
jmzu	箭镞
jmjp	简捷
uvjr	税捐
uvvi	税制
ugde	剩的
jmko	简括
igui	乘势
zjqr	自决权
jmbf	简本
igji	乘机
jmlz	箭楼
qjdj	乞浆得酒
uvli	税利
igji	乘积
keww	科委
jmvl	简装
zbvg	自闭症
jmvh	简章
uiuh	生产商
dsxm	冬闲
jmjp	简介
keji	科级
uixm	生产线
uvfw	税费
jmso	简缩
jmbm	简编
dsyi	冬衣
zmui	赞美诗
jmpu	简谱
dsye	冬夜
igfh	乘方
hfku	很苦
hfng	很能
wwbw	魏碑
hfuz	很受
lvkc	律考
wwpw	委培
wwso	委琐
wwjb	魏晋
syjm	笋尖
hfjb	很紧
hfqk	很轻
wwgo	魏国
wwbj	委办
wwqu	委曲
lvzs	律宗
wwui	委实
jhxg	积毁销骨
wwyi	逶迤
wwvg	魏征
lvtn	律条
wwqt	魏阙
wwhv	委会
wwrf	委任
fzhx	复杂化
lvlk	律令
syyi	笋衣
lvui	律诗
fujp	符节
dlyk	冬令营
vizi	稚子
daiu	答出
dadv	答对
dayy	答允
xuke	徐克
cwdq	篡位夺权
nmmo	黏膜
daql	答腔
nmjn	黏胶
zjdi	租借地
klpo	科伦坡
bgws	秉公无私
xuld	徐来
qmuh	签上
xubu	徐步
ixjh	重修旧好
xuhv	徐汇
dayt	答曰
fuvz	符咒
nmhu	黏糊
dauu	答数
nmmi	黏米
vrvm	知人之明
irvw	乘人之危
vmvn	知命之年
dali	答礼
daco	答错
vivo	稚拙
dabd	答拜
qmya	签押
viqi	稚气
qrsv	千人所指
qmpi	签批
wyhl	物欲横流
dupy	箪食瓢饮
jfbh	积分榜
rfvi	稔知
dxxi	短信息
djwu	等价物
qmtn	签条
xuwf	徐闻
dadc	答道
dabm	答辩
dxhx	笃信好学
xuhr	徐缓
nmjp	黏结
dayi	答疑
viro	稚弱
nmdu	黏度
rfuu	稔熟
nhji	黏合剂
dahx	答话
daxp	答谢
dayj	答言
fjwu	繁芜
diqi	第七
fjhx	繁花
mwge	每隔
fjnj	繁难
mwtc	每套
diui	第十
mwih	每场
xiyu	系于
diwu	第五
xidd	系带
xiuh	系上
mwih	每常
xijb	系紧
mwui	每时
fjxk	繁星
mvpb	毛织品
pvvz	片纸只字
diji	第几
mwjp	每届
vruu	篆书
xtxk	系统性
vrzi	篆字
fjrs	繁冗
xilc	系牢
divd	第宅
gxle	管弦乐
xikz	系扣
xivi	系指
fjvi	繁枝
dbls	第比利斯
fjfu	繁复
mxgr	毛细管
fjjm	繁简
mwmw	每每
xive	系着
dilq	第六
xihc	系好
dijq	第九
diba	第八
mwww	每位
xinm	系念
fjru	繁缛
xifu	系缚
fjyu	繁育
mwmu	每亩
vrke	篆刻
xipu	系谱
mwye	每夜
vrwf	篆文
whqi	往期
ruxp	入邪
whxi	往昔
ruui	入世
ifyc	处方药
ruyr	入院
rvin	入主出奴
rudv	入队
iynm	长夜难明
ruvu	入驻
ruxx	入夏
runc	入脑
rutu	入土
ruic	入超
rujn	入教
rudc	入到
ruqq	入球
whhd	往还
ruli	入理
ruhx	入画
ibbj	处变不惊
gcyr	稿源
iymm	长夜漫漫
ruds	入洞
ruxt	入学
ruhd	入海
ruui	入时
zbll	自变量
ruww	入味
pmvs	篇中
pyvz	片言只字
vujp	知识界
tyry	甜言软语
rugu	入骨
ruhk	入怀
libi	篱壁
whjp	往届
vuxk	知识性
pmuu	篇数
rukz	入寇
ruui	入室
rumw	入寐
jyvi	简言之
ruuf	入神
pmmk	篇名
wwyr	我为鱼肉
ruyu	入狱
zvqr	自主权
fdji	复读机
rumg	入梦
rumw	入梅
ruji	入籍
whfu	往复
ruww	入微
ruqq	入秋
ruds	入冬
rudc	入道
pmuz	篇首
bwlu	备忘录
rufu	入伏
ruhv	入会
sugt	私设公堂
rubc	入保
ifti	长方体
gcfw	稿费
gcvi	稿纸
ruxi	入席
ruvu	入主
rumo	入魔
bmui	闭幕式
bdlm	并蒂莲
bkdi	并蒂
mhlu	闷葫芦
bgiu	迸出
jcig	剪草除根
bkng	并能
gutb	盖世太保
bkxu	并须
pkdj	瓶胆
lguj	立功受奖
guwu	盖世无双
dstu	冻土
dsyu	冻雨
bkqi	并起
bkdc	并到
bkty	并吞
bglp	迸裂
idjh	闯荡江湖
bkju	并举
bkvr	并转
bkli	并力
bkgv	并轨
bkfa	并罚
bkts	并同
bkyz	并由
bkfa	并发
dshd	冻害
dsnw	冻馁
bkbc	并报
bkti	并提
bkan	并按
lxgf	兰薰桂馥
bkyc	并要
bkis	并重
bkiu	并处
zgiu	总工程师
bkif	并称
bkli	并立
yuvi	阈值
pkti	瓶体
bkji	并集
bkxm	并线
xuji	新世纪
bkqk	并请
bkww	并为
pkdi	瓶底
dyjp	端阳节
jzya	姜子牙
jjhx	交际花
nizi	逆子
nier	逆耳
tzji	童子鸡
suig	塑成
wfda	闻达
uoyt	朔月
wfug	闻声
wfdc	闻到
lnvi	疗治
niuv	逆水
uori	朔日
nquu	逆取顺守
suxk	塑性
niho	逆火
tzjy	童子军
wfvi	闻之
mlue	美联社
wfmk	闻名
sugh	塑钢
jjwu	交际舞
wfvi	闻知
wfxi	闻悉
wfdc	闻道
nijx	逆价
suhx	塑化
nixu	逆序
wfxy	闻讯
uovz	朔州
uofh	朔方
tsqp	痛切
iliu	闯出
iljb	闯劲
tsgj	痛感
yeyj	冶艳
mnda	美能达
ptgu	普通股
tsji	痛击
djzg	斗鸡走狗
pgve	旁观者
ilwh	闯王
ilxx	闯下
tsze	痛责
tsee	痛恶
tsjm	痛歼
jidm	交叉点
ptfa	普通法
tsku	痛哭
tsfg	痛风
tsdc	痛悼
ymxy	意马心猿
tsxb	痛心
yevu	冶铸
tsyb	痛饮
yetp	冶铁
ccur	曾参杀人
tsda	痛打
tsui	痛失
tsii	痛斥
vtpn	站台票
tsiu	痛楚
tsie	痛彻
gygy	衮衮
bala	疤瘌
tsyh	痛痒
bdbw	背对背
fgfu	冯妇
tjdc	瘫倒
jtxm	交通线
tsbm	痛扁
zcmb	总参谋部
tzui	头式
jmxb	减薪
ssyc	送药
bdhl	北大荒
tzzi	头子
czju	凑聚
jmiu	减除
grfh	关防
vgma	郑码
ujgj	善感
grai	关碍
jrmm	卷面
ssul	送爽
tzyj	头雁
yhmo	羊膜
vlmc	状貌
qrjn	拳脚
yhih	羊肠
yhtv	羊腿
yhvi	羊脂
ujzd	善哉
yhig	羊城
ujkr	善款
grgo	关过
sssh	送丧
jmxk	减刑
jmvi	减至
qrwh	拳王
tzlu	头颅
yhhj	养汉
tgqk	誊清
yhuv	羊水
ujyu	善遇
tzwj	头晚
yhfg	养蜂
vene	着呢
pjzv	判罪
vemo	着墨
yhqr	羊圈
gruj	关山
ssfg	送风
pjpw	判赔
jmuz	减收
tzbi	头臂
ujye	善业
tzpc	头炮
ssll	送粮
jmzd	减灾
xlui	翔实
pjan	判案
jmmm	减免
jmfu	减负
tzui	头饰
sgyx	送故迎新
grdc	关岛
ujbc	善报
ssbc	送报
czls	凑拢
jmii	减持
ssqi	送气
iaui	差失
ujbf	善本
iake	差可
grjb	关禁
ujgf	善根
qruu	拳术
jmzu	减租
zmji	总面积
iayi	差役
vebi	着笔
gruv	关税
bdkt	北达科他
tzqm	头前
uyub	善有善报
ssqb	送亲
tglu	誊录
vlru	状如
sslk	送灵
jmch	减仓
iavi	差值
ssxq	送修
yhgr	羊倌
jmdi	减低
ssjm	送件
byti	病原体
sssj	送伞
pjlk	判令
jrnm	眷念
yhmu	养母
tzug	头绳
jmso	减缩
ujvs	善终
vqdu	准确度
pjdu	判读
jmrh	减让
iawu	差误
pjww	判为
pjci	判词
yzyw	意在言外
yhlm	养廉
qmmc	前茅
pfcv	剖腹藏珠
jmyc	煎药
jmzi	剪子
qmyr	前院
jmiu	剪除
qmqu	前驱
yiys	毅勇
qmyz	前有
jmig	剪成
svyr	遂愿
qmtk	前厅
qmvi	前肢
jmcd	剪彩
qmnc	前脑
qmkr	前款
qmfu	前夫
jmxx	剪下
qmui	前事
bjyg	冰肌玉骨
qmqi	前妻
qmhj	前汉
qmlh	前浪
qmxm	前贤
qmwj	前晚
qmuh	前晌
jmyk	剪影
qmti	前蹄
qmyb	前因
qmie	前车
qmdc	前导
qmqk	前情
jmdj	煎蛋
qmbi	前臂
jmfa	剪发
svxb	遂心
jmdr	剪断
qmdg	前灯
jmzi	剪字
qmdk	前定
svnk	遂宁
qmjb	前襟
yirj	毅然
jmyu	煎鱼
jmbk	煎饼
jmbc	剪报
qmso	前所
jmpo	煎迫
jmjp	剪接
jmvi	剪枝
qmuu	前述
jmjk	剪径
jmdr	剪短
qmch	前舱
juql	决胜千里
qmke	前科
qmtz	前头
ysju	痈疽
qmvj	前站
svyi	遂意
qmbu	前部
qmdr	前端
qmxm	前嫌
qmdd	前代
qmdr	前段
qmli	前例
qmge	前个
qmyh	前仰
qmiz	前仇
qmrf	前人
qmqk	前倾
jmvi	剪纸
qmyr	前缘
qmji	前记
qmtk	前庭
pjlv	普及率
vlgs	壮工
vlmn	壮苗
bjui	半世
bjzi	半子
ylyr	养老院
dzys	斗勇
dzji	斗鸡
vlzd	装在
vlig	装成
bjxr	半悬
vlql	装腔
bjyc	半腰
dzug	斗胜
vltm	装填
vlui	壮士
dzui	斗士
bjpo	半坡
vlvi	壮志
vlgo	装过
ljkc	兰考
bfxg	冰封雪裹
bjkd	半开
vldc	装到
bjqq	半球
bihr	闭环
biyv	背城一战
lknt	凌虐
bimu	闭目
bjbu	半步
bjjq	半旧
bjdm	半点
ljxi	兰溪
ijbo	冲击波
lkxy	凌汛
bjui	半时
bjuh	半晌
bilu	闭路
zdyr	总动员
vlie	装车
vljx	装甲
bjqr	半圈
vlvf	装帧
dzbd	斗败
vlhk	壮怀
vlln	装料
dzui	斗室
vlui	壮实
lkks	凌空
gvyr	闺怨
bixm	北朝鲜
biso	闭锁
yljb	养老金
dzgs	斗拱
bjyj	半掩
vlgr	装罐
bjla	半拉
vlkl	装框
vldk	壮丁
vlxl	装相
vlge	壮歌
vlji	装机
dyge	单元格
vlyh	装样
dzvi	斗智
bjig	半程
vlru	装入
vlko	壮阔
bjyb	半音
bjbu	半部
mumq	闷声闷气
bjdc	半道
dmxm	癫痫
bvbj	半真半假
bihv	闭会
vljx	装假
bjxq	半休
bjjx	半价
zjlm	总教练
bijk	闭经
bjji	半级
bijp	闭结
bjve	半遮
vlgo	装裹
vlue	装设
ljtk	兰亭
dzfh	斗方
mwyk	美英
bkqu	病区
gdci	盖茨
qiqp	凄切
bkyr	病院
lbfh	冷不防
jbng	决不能
bkyz	病友
qili	凄厉
gdyz	盖有
qiyj	凄艳
mwyj	美艳
bkli	病历
gdbu	盖布
gdwj	盖碗
bkyr	病原
mwfu	美肤
jbqi	交不起
mwxp	美协
gdgo	盖过
bkfu	病夫
qltm	前两天
bkli	病理
mwui	美事
qubw	前事不忘
mwyu	美玉
mwcj	美餐
bkyr	病源
zvvb	总政治部
bkis	病虫
mwri	美日
qiyj	凄咽
bkyr	病员
bkui	病史
mwnj	美男
jkbm	靖边
qifg	凄风
mwvj	美展
mwmw	美眉
qice	凄恻
qihl	凄惶
mwfa	美发
qiil	凄怆
bkzc	病灶
bkjx	病家
mwjy	美军
gdbw	盖被
bkan	病案
mwuf	美神
bkww	病危
gdyb	盖印
gdfj	盖饭
mwjb	美金
mwyr	美援
mwvi	美质
bkhz	病后
dbuy	道不拾遗
mwvi	美制
mwqi	美气
mwde	美的
lauz	辣手
bkui	病势
gddk	盖顶
lbdk	冷不丁
gdlz	盖楼
gdbj	盖板
qiiu	凄楚
mwge	美格
bkdu	病笃
bkis	病重
wuiu	问事处
bkig	病程
mwyb	美音
bkkl	病况
bkyi	病疫
mwdi	美帝
lajl	辣酱
mwyj	美颜
qiwj	凄婉
jeri	疾恶如仇
xmdu	羡妒
xydd	新一代
jbhv	决不会
bkdc	病倒
ywye	阎王爷
bkxq	病休
bkti	病体
uyrj	善与人交
mwff	美分
mwrf	美人
vgjp	症结
qijt	凄绝
bkro	病弱
mwbm	美编
ibli	差不离
mwyu	美育
mwyu	美语
mwtj	美谈
jkkh	靖康
mwfh	美方
mwyj	美言
vjdv	站队
vjvi	站直
vjkd	站开
pidy	疲顿
vjdc	站到
piyu	疲于
yahr	丫环
cixx	疵瑕
vdyx	装点一新
qymd	亲眼目睹
vjmj	站满
vjuc	站哨
yhyh	养虎遗患
jvgo	交战国
piky	疲困
bkln	北卡罗来纳
pilw	疲累
vjnw	站内
tpxp	头皮屑
qvxk	前瞻性
vjdk	站定
quji	阒寂
bmst	闭目塞听
qurj	阒然
vjmk	站名
yatk	丫挺
yaia	丫杈
vjqm	站前
bmyu	闭目养神
vjzi	站姿
ypvi	羊皮纸
piro	疲弱
bkqi	冰期
jibo	瘠薄
bkhx	冰花
uxyr	商学院
koda	阔大
bkvr	冰砖
ixyj	产学研
bkmm	冰面
koda	阔达
djbp	斗酒百篇
bkji	冰肌
bkig	冰城
bkwu	冰雾
bkdu	冰毒
lqqk	冷清清
bkgl	冰光
bkyu	冰浴
koye	阔野
bkjk	冰晶
jldm	交流电
koye	阔叶
bkyj	冰岩
bkfg	冰峰
bkcg	冰层
bkxp	冰屑
bkxb	冰心
bkgc	冰糕
bkhj	冰寒
bkui	冰室
gjfj	盖浇饭
jxjb	奖学金
ghqk	关汉卿
bkvv	冰锥
bkgx	冰挂
qqhq	前清后欠
lfqr	立法权
bklg	冰棱
xzxi	新泽西
bkqn	冰橇
bkir	冰船
bkpm	冰片
bkui	冰释
bkgd	冰盖
bkdc	冰刀
munv	美少女
jlhv	交流会
pdvu	普渡众生
bkrf	冰人
ugtj	闪光弹
bkil	冰床
zuwi	资深望重
tsgs	童工
djxl	单项
mbcd	闽菜
jmho	间或
jmmn	间苗
tsmg	童蒙
ybqu	音区
yijl	意匠
yiyy	意蕴
djzi	单子
ybvh	音障
ybjp	音阶
djqi	单骑
jkng	竟能
ybia	音叉
djdp	单碟
ybma	音码
jkyz	竟有
yizd	意在
ybhc	音耗
djmm	单面
jkig	竟成
jkda	竟达
yiyr	意愿
djbh	单帮
breu	并日而食
yyjn	韵脚
ybyu	音域
yids	意动
djgj	单干
yiqu	意趣
tsqu	童趣
jkww	竟未
djji	单击
djgo	单过
yijk	意境
yibn	意表
djyu	单于
ybdd	音带
ybsu	音速
ybsu	音素
tyyh	头晕眼花
gjjl	赣江
ybyr	音源
ybbo	音波
ucgl	韶光
yixk	意兴
vhmk	彰明
jkui	竟是
tsxk	童星
yiww	意味
ybxl	音响
yijx	意甲
vhhv	章回
jklm	竟连
vhze	章则
djcg	单层
jmbi	间壁
yyuu	韵书
djfa	单发
tsxb	童心
jpjb	竭尽
jmdr	间断
yiln	意料
djth	单糖
bihd	病虫害
ylui	阅览室
ybrs	音容
wfuf	瘟神
ybse	音色
yijp	意解
yixl	意象
djju	单句
vhju	章句
djjm	单键
djbd	单摆
yiqi	意气
yybd	韵白
djda	单打
yivi	意指
djji	单极
yixl	意想
djbj	单板
jkyc	竟要
ybih	音长
yilr	意乱
ybxl	音箱
djke	单科
tsvi	童稚
djtj	单瘫
ucgr	韶关
wfbk	瘟病
djdj	单单
ybyy	音韵
djbj	单瓣
djij	单产
ybvy	音准
yiji	意即
djdc	单刀
djxk	单姓
ybdr	音段
jyhv	交易会
yihv	意会
djli	单例
djce	单侧
ybxl	音像
djti	单体
djrf	单人
yiyu	意欲
uchx	韶华
yixu	意绪
yivi	意旨
ybql	音强
djro	单弱
djbi	单比
djxm	单弦
jmli	间离
yiyi	意译
ybdu	音读
yyyu	韵语
djjq	单就
yiww	意为
jylc	将遇良材
djuo	单说
jkye	竟夜
yywf	韵文
zsgs	总工
wfqi	问其
issj	冲散
zsgs	总攻
wfyc	问药
dvqu	兑取
zsdv	总队
isjb	冲劲
wfnj	问难
isya	冲压
zsig	总成
isfu	冲服
aivs	癌肿
bvyc	半中腰
wfji	问及
dvkr	兑款
isxi	冲喜
jkmd	竞卖
bhve	病患者
jyzx	减员增效
wfdc	问到
zsbn	总表
lzdm	立足点
wfdk	问鼎
zshv	总汇
iszc	冲澡
ispc	冲泡
wfjb	问津
wfmk	问明
wflu	问路
nrrh	闹嚷嚷
zsuu	总署
zsbj	总办
jxqu	交响曲
jkgh	竞岗
dlym	道路以目
buuu	部属
jkmd	竞买
wfxb	问心
bulw	部类
wfan	问安
zsue	总社
ishy	冲昏
pzjp	剖解
isyb	冲印
wfju	问句
jkcd	竞猜
jkji	竞技
zshz	总后
zslj	总揽
jktz	竞投
isvl	冲撞
ismo	冲模
isdk	冲顶
jkxl	竞相
zsji	总机
jkxq	竞秀
jkiy	交口称誉
zshe	总和
jkiz	交口称赞
buww	部委
zsdi	总第
zsvl	总装
zsvh	总章
isjt	冲决
qxdi	亲兄弟
ishv	冲毁
wfhc	问好
wfgs	问供
buyz	部优
dvfu	兑付
zsvi	总值
zshe	总合
uphx	商品化
buji	部级
ylfw	养路费
isug	冲绳
ptxi	旁听席
zsdm	总店
wfxy	问讯
wfxy	问询
isil	冲床
wfhx	问话
cgfj	曾国藩
uzyi	兽医
uzyc	兽药
dvch	斗转参横
qttv	瘸腿
ubgx	善罢干休
bbtm	半边天
cgyu	曾于
uzpi	兽皮
vldm	着力点
vakz	闸口
vjie	装甲车
uzxk	兽性
cgyi	曾以
plms	普罗米修斯
uzlw	兽类
jguu	靖国神社
mgvy	美国之音
uzku	兽窟
bhgo	背黑锅
vjbk	装甲兵
cgxl	曾想
qikj	前车可鉴
xmxg	新墨西哥
uzxk	兽行
bivg	痹症
uzyi	兽疫
uzjn	兽交
guji	痼疾
vafa	闸阀
vabw	闸北
lyxg	兰因絮果
vadc	闸刀
uzqy	兽群
mglc	美国佬
jffm	奖罚分明
vhti	章回体
uzyu	兽欲
drjp	端节
drya	端雅
dnlo	凋落
yiqu	疫区
dnww	凋萎
dryh	端阳
driu	端出
uhdv	商队
wfev	闻风而至
wfet	闻风而逃
drmm	端面
uhto	商妥
drvi	端直
uhic	商朝
uhdz	商都
uhbu	商埠
bgvl	病骨支离
drli	端丽
dncj	凋残
bijq	敝旧
uhfa	商法
uhlo	商洛
uhhd	商海
uhmg	商盟
uhhc	商号
xdjx	辛迪加
uhqr	商圈
uhjp	商界
dryz	端由
dnbd	凋败
qgrz	亲骨肉
uhvj	商展
jfxl	疾风迅雷
uhqk	商情
yjuu	意见书
bixi	敝屣
uhuu	商数
bihd	弊害
sarj	飒然
uhbc	商报
drde	端的
drjp	端接
dnku	凋枯
uhvo	商酌
drxl	端相
uhji	商机
drmu	端木
uhir	商船
uhxk	商行
yjxl	意见箱
uhke	商科
uhww	商委
uhdv	商兑
uhdd	商代
pjci	旁见侧出
uhhv	商会
bpvu	憋住
drxu	端绪
drxm	端线
uhyt	商约
uhdn	商调
uhyi	商议
ufui	首发式
jxcd	卷心菜
jtfw	决非
wxyk	问心有愧
jtdi	决堤
mflw	闷雷
jtwu	决无
jtyi	决一
jtbu	决不
bbju	半壁江山
byyj	病恹恹
pixk	癖性
lwyj	阑尾炎
livg	六尺之孤
jtan	决案
qplh	前怕狼
mfqi	闷气
jbuv	交臂失之
mfgy	闷棍
zuru	总收入
bfvg	并发症
jtyi	决意
sxry	遂心如意
djtq	道尽途穷
bdti	半导体
mfjr	闷倦
zslk	总司令
jtji	决计
zuji	总书记
puui	普世
uuqc	闪烁其辞
pujl	普降
jyih	卷烟厂
slbu	塑料布
pujn	普教
putm	普天
tjyu	痰盂
imbw	痴迷不悟
puce	普测
puvh	普涨
pudu	普渡
puxm	普贤
tjir	痰喘
pulo	普罗
iyjp	产业界
uyxk	商业性
puer	普尔
jvxi	剪烛西窗
puui	普适
pute	普特
pujq	普九
iyhx	产业化
pujk	普京
zlku	资料库
pugc	普高
irqi	产褥期
phiu	旁出
mryr	美容院
phwu	旁骛
phgu	旁顾
xhbe	新罕布什尔
cxth	慈禧太后
jjdu	将军肚
phji	旁及
didz	帝都
luba	六神不安
yjhk	养家活口
phvu	旁注
dihc	帝号
phlu	旁路
putu	剖视图
yrwz	音容宛在
dqfj	盗窃犯
jhdu	郊寒岛瘦
wvsb	闻之色变
divi	帝制
jsqr	决赛权
phvi	旁枝
jrji	兼容机
phxi	旁系
whwn	问寒问暖
jrbb	兼容并包
dijy	帝君
qjgs	亲家公
diww	帝位
qjmu	亲家母
yrhy	冶容诲淫
jngs	交工
jlcd	酱菜
ziyh	资阳
jndp	交叠
jltd	奖台
jnhr	交欢
xnyj	效验
cidp	瓷碟
jlyz	将有
jngj	交感
zili	资历
xnyz	效尤
jlda	将达
yltk	音乐厅
zisi	恣肆
thnv	头昏脑胀
zivu	资助
dcjp	盗劫
jlui	将士
plui	普鲁士
cihu	瓷壶
jlcd	将才
wmyu	闻名于世
dedy	道尔顿
jlvi	将至
jlyu	将于
ciyu	次于
zivg	资政
jnhd	交还
xnsi	效死
jnbj	交班
jnuh	交上
xnpb	效颦
jndm	交点
zisv	恣睢
jlzi	酱紫
jnhv	交汇
jnhv	交辉
yxpd	意象派
ciqi	瓷漆
jlxi	浆洗
jnye	郊野
jlui	将是
jluk	将帅
jllb	将临
jlye	桨叶
xnvs	效忠
jnxl	交响
dcie	盗车
jnjx	交加
cinj	次男
jnbm	交边
jnky	交困
jlfa	奖罚
zicd	资财
jnvh	交账
jkvr	净赚
jlrz	酱肉
ylju	音乐剧
jlww	将尉
jnbi	交臂
jnww	交尾
jnho	交火
ciff	瓷粉
yljx	音乐家
jlgr	将官
civi	次之
jkee	净额
jlbw	将被
dcan	盗案
jnjn	交角
dcmk	盗名
jnbd	交拜
cigh	瓷缸
dcjt	盗掘
jkbd	净白
jnuz	交手
jlye	奖掖
jnyi	交椅
zicd	资材
jnxl	交相
jllu	桨橹
jlxn	将校
ifql	冲锋枪
jndd	交待
jkis	净重
bdlu	弊多利少
jkli	净利
jkuf	净身
jngr	交管
jnuv	交税
cidi	次第
jlqr	奖券
jndc	交道
jlmf	将门
jnhc	交好
jngs	交公
jlzo	将佐
jlui	将使
jkhx	净化
jnji	交集
xnfh	效仿
ciji	次级
jnjp	交结
jnfw	交费
jnvi	交织
jnna	交纳
jljq	将就
jnyi	交谊
jlqi	奖旗
cilh	次郎
ybui	阅兵式
zhqb	总后勤部
bjmo	瓣膜
dnui	斗牛士
jjbj	交接班
yvhp	羊质虎皮
mgie	闷罐车
dpgd	斗批改
bhqr	辩护权
jjuv	间接税
jbjr	交白卷
fnbk	疯牛病
bhrf	辩护人
zdul	总的说来
bhci	辩护词
tulj	痛失良机
qhwf	前后文
xbui	新式
dmji	奠基
xblw	新蕾
plsd	普林斯顿
xmya	闲雅
xbmn	新苗
zyrs	尊荣
qbzi	亲子
qbsv	亲随
xmvi	闲职
qblk	亲聆
qqjb	遒劲
xbig	新成
qbgu	亲故
qbai	亲爱
xbvi	新址
xbjn	新教
qbfu	亲夫
xbdc	新到
xmjk	闲静
qbwh	亲王
xmui	闲事
qbdu	亲睹
xmbu	闲步
xmhj	闲汉
xbfa	新法
xbtm	新添
xmdj	闲淡
xbxt	新学
jbjq	交杯酒
xblh	新浪
xmui	闲时
xbih	新昌
xbxk	新星
zyhc	尊号
xblu	新路
xmvi	闲置
zyjx	尊驾
xbli	新力
bjqr	北极圈
xbbj	新办
xbqu	新曲
xbfg	新风
xbyi	新异
qbuu	亲疏
xbzi	新字
qbjx	亲家
xbjy	新军
xban	新安
xbxi	新禧
xmyi	闲逸
mugr	美术馆
xmfj	闲饭
xbbc	新报
