,﻿
唔,wu2
哳,zha1
唢,suo3
唣,za4o
唏,xi1
唑,zuo4
唧,ji1
唪,fe3ng
啧,ze2
喏,nuo4
喵,mia1o
啉,li2n
啭,zhua4n
啁,zha1o
啕,ta2o
唿,hu1
啐,cui4
唼,sha4
郂,ga1i
郃,he2
郆,ji2
郈,ho4u
郉,xi2ng
郋,xi2
郌,gui1
郍,nuo2
郒,la2ng
郔,ya2n
郕,che2ng
郖,do4u
郘,lv3
郙,fu3
郚,wu2
郞,la2ng
郟,jia2
郠,ge3ng
郣,bo2
郤,xi4
郥,be4i
郩,xia2o
郪,qi1
郬,qi1ng
郮,zho1u
郰,zo1u
郱,pi2ng
郲,la2i
郳,ni2
郵,yo2u
郶,bu4
郷,xia1ng
郹,ju2
郺,yo1ng
郻,qia1o
郼,yi1
郿,me2i
鄀,ruo4
鄁,be4i
鄃,shu1
鄅,yu3
鄆,yu4n
鄇,ho2u
鄈,kui2
鄉,xia1ng
鄊,xia1ng
鄋,so1u
鄌,ta2ng
鄍,mi2ng
鄎,xi1
鄏,ru3
鄐,chu4
鄑,zi1
鄒,zo1u
鄓,ye4
鄔,wu1
鄕,xia1ng
鄖,yu2n
鄗,ha4o
鄘,yo1ng
鄚,ma4o
鄛,cha2o
鄜,fu1
鄝,lia3o
鄟,zhua1n
鄠,hu4
鄡,qia1o
鄤,ma4n
鄥,qia1o
鄦,xu3
鄧,de4ng
鄨,bi4
鄩,xu2n
鄪,bi4
鄫,ze1ng
鄬,we2i
鄭,zhe4ng
鄮,ma4o
鄰,li2n
鄲,da1n
鄳,me2ng
鄴,ye4
鄵,ca4o
鄶,kua4i
鄷,fe1ng
鄸,me2ng
鄺,kua4ng
鄻,lia3n
鄼,za4n
鄽,cha2n
鄾,yo1u
鄿,ji1
酀,ya4n
酁,cha2n
酂,cuo2
酄,hua1n
唷,yo1
啖,da4n
啵,bo1
啶,di4ng
啷,la1ng
唳,li4
唰,shua1
啜,chua4i
喋,die2
嗒,da1
喃,na2n
喱,li2
喹,kui2
喈,jie1
喁,yo2ng
喟,kui4
啾,jiu1
嗖,so1u
喑,yi1n
啻,chi4
嗟,jie1
喽,lo2u
喾,ku4
喔,o1
喙,hui4
嗪,qi2n
嗷,a2o
嗉,su4
嘟,du1
嗑,ke1
嗫,nie4
嗬,he1
嗔,che1n
嗦,suo
嗝,ge2
嗄,a2
嗯,n2
嗥,ha2o
嗲,die1
嗳,a1i
嗌,a4i
嗍,suo1
嗨,ha1i
嗵,to1ng
嗤,chi1
辔,pe4i
嘞,lei
嘈,ca2o
嘌,pia4o
嘁,qi1
嘤,yi1ng
嘣,be1ng
嗾,so3u
嘀,di2
嘧,mi4
嘭,pe1ng
噘,jue1
嘹,lia2o
噗,pu1
嘬,chua4i
噍,jia4o
噢,o1
噙,qi2n
噜,lu1
噌,ce1ng
噔,de1ng
嚆,ha1o
噤,ji4n
噱,jue2
噫,yi1
噻,sa1i
噼,pi1
嚅,ru2
嚓,ca1
嚯,huo4
囔,na1ng
囗,we2i
囝,jia3n
囡,na1n
囵,lu2n
囫,hu2
囹,li2ng
囿,yo4u
圄,yu3
圊,qi1ng
圉,yu3
圜,hua2n
帏,we2i
帙,zhi4
帔,pe4i
帑,ta3ng
帱,cho2u
帻,ze2
帼,guo2
酅,xi1
酇,za4n
酈,li4
酑,yu2
酓,ya3n
酔,zui4
酕,ma2o
酖,zhe4n
酘,do4u
酙,zhe1n
酛,yua2n
酜,fu
酟,tia1n
酠,qia3
酦,po4
酧,cho2u
酨,za4i
酫,chuo4
酭,yo4u
酳,yi4n
酺,pu2
酻,zui4
酼,ha3i
醀,we2i
醁,lu4
醂,la3n
醃,ya1n
醄,ta2o
醆,zha3n
醈,ta2n
醊,zhui4
醎,xia2n
醏,du1
醓,ta3n
醔,qiu2
醕,chu2n
醖,yu4n
醗,po4
醘,ke1
醙,so1u
醜,cho3u
醝,cuo1
醞,yu4n
醟,yo4ng
醠,a4ng
醡,zha4
醤,jia4ng
醥,pia3o
醦,che3n
醧,yu4
醨,li2
醩,za1o
醫,yi1
醬,jia4ng
醰,ta2n
醱,fa1
醲,no2ng
醳,yi4
醶,ya4n
醷,yi4
醸,nia4ng
醹,ru2
醻,cho2u
醼,ya4n
醽,li2ng
醾,mi2
醿,mi2
釀,nia4ng
釁,xi4n
釂,jia4o
釃,sha1i
釄,mi2
釅,ya4n
釆,bia4n
釈,shi4
釋,shi4
釐,li2
釒,ji1n
釓,qiu2
釔,yi3
釕,lia3o
釖,da1o
釗,zha1o
釘,di1ng
釙,po4
釚,qiu2
釛,ba1
針,zhe1n
釞,zhi2
釟,ba1
釠,lua4n
釡,fu3
釢,na3i
釣,dia4o
釤,sha4n
釥,qia3o
帷,we2i
幄,wo4
幔,ma4n
幛,zha4ng
幞,fu2
幡,fa1n
岌,ji2
屺,qi3
岍,qia1n
岐,qi2
岖,qu1
岈,ya2
岘,xia4n
岙,a4o
岑,ce2n
岚,la2n
岜,ba1
岵,hu4
岢,ke3
岽,do1ng
岬,jia3
岫,xiu4
岱,da4i
岣,go3u
峁,ma3o
岷,mi2n
峄,yi4
峒,do4ng
峤,jia4o
峋,xu2n
峥,zhe1ng
崂,la2o
崃,la2i
崧,so1ng
崦,ya1n
崮,gu4
崤,xia2o
崞,guo1
崆,ko1ng
崛,jue2
嵘,ro2ng
崾,ya3o
崴,wa3i
崽,za3i
嵬,we2i
嵛,yu2
嵯,cuo2
嵝,lo3u
嵫,zi1
嵋,me2i
嵊,she4ng
嵩,so1ng
嵴,ji3
嶂,zha4ng
嶙,li2n
嶝,de4ng
豳,bi1n
嶷,yi2
巅,dia1n
彳,chi4
彷,pa2ng
徂,cu2
徇,xu4n
徉,ya2ng
後,ho4u
徕,la2i
徙,xi3
徜,cha2ng
徨,hua2ng
徭,ya2o
徵,zhe1ng
徼,jia3o
衢,qu2
彡,sha1n
犭,qua3n
犰,qiu2
犴,a4n
犷,gua3ng
犸,ma4
狃,niu3
狁,yu3n
狎,xia2
狍,pa2o
狒,fe4i
狨,ro2ng
狯,kua4i
狩,sho4u
狲,su1n
狴,bi4
狷,jua4n
猁,li4
狳,yu2
猃,xia3n
狺,yi2n
釦,ko4u
釧,chua4n
釨,zi3
釩,fa3n
釪,hua2
釫,hua2
釬,ha4n
釭,ga1ng
釮,qi2
釯,ma2ng
釰,ri4
釱,di4
釲,si4
釳,xi4
釴,yi4
釵,cha1i
釶,shi1
釷,tu3
釸,xi1
釹,nv3
釺,qia1n
釻,qiu2
釼,jia4n
釽,pi4
釾,ye2
釿,ji1n
鈀,ba3
鈁,fa1ng
鈂,che2n
鈃,xi2ng
鈄,do3u
鈅,yue4
鈆,qia1n
鈇,fu1
鈈,pi1
鈉,na4
鈊,xi1n
鈋,e2
鈌,jue2
鈍,du4n
鈎,go1u
鈏,yi3n
鈐,qia2n
鈑,ba3n
鈒,sa4
鈓,re2n
鈔,cha1o
鈕,niu3
鈖,fe1n
鈗,yu3n
鈘,yi3
鈙,qi2n
鈚,pi1
鈛,guo1
鈜,ho2ng
鈝,yi2n
鈞,ju1n
鈟,dia4o
鈠,yi4
鈡,zho1ng
鈢,xi3
鈣,ga4i
鈤,ri4
鈥,huo3
鈦,ta4i
鈧,ka4ng
鈨,yua2n
鈩,lu2
鈪,e4
鈫,qi2n
鈬,duo2
鈭,zi1
鈮,ni3
鈯,tu2
鈰,shi4
鈱,mi2n
鈲,gu1
鈳,ke1
鈴,li2ng
鈵,bi3ng
鈶,si4
鈷,gu3
鈸,bo2
鈹,pi1
鈺,yu4
鈻,si4
鈼,zuo2
鈽,bu1
鈾,yo2u
鈿,tia2n
鉀,jia3
鉁,zhe1n
鉂,shi3
鉃,shi4
鉄,zhi2
鉅,ju4
狻,sua1n
猗,yi1
猓,guo3
猡,luo2
猊,ni2
猞,she1
猝,cu4
猕,mi2
猢,hu2
猹,cha2
猥,we3i
猬,we4i
猸,me2i
猱,na2o
獐,zha1ng
獍,ji4ng
獗,jue2
獠,lia2o
獬,xie4
獯,xu1n
獾,hua1n
舛,chua3n
夥,huo3
飧,su1n
夤,yi2n
夂,zhi3
饣,shi2
饧,ta2ng
饨,tu2n
饩,xi4
饪,re4n
饫,yu4
饬,chi4
饴,yi2
饷,xia3ng
饽,bo1
馀,yu2
馄,hu2n
馇,cha1
馊,so1u
馍,mo2
馐,xiu1
馑,ji3n
馓,sa3n
馔,zhua4n
馕,na2ng
庀,pi3
庑,wu3
庋,gui3
庖,pa2o
庥,xiu1
庠,xia2ng
庹,tuo3
庵,a1n
庾,yu3
庳,bi4
赓,ge1ng
廒,a2o
廑,ji3n
廛,cha2n
廨,xie4
廪,li3n
膺,yi1ng
忄,xin
忉,da1o
忖,cu3n
忏,cha4n
怃,wu3
忮,zhi4
怄,o4u
忡,cho1ng
忤,wu3
忾,ka4i
怅,cha4ng
怆,chua4ng
忪,so1ng
忭,bia4n
忸,niu3
怙,hu4
怵,chu4
怦,pe1ng
怛,da2
怏,ya4ng
怍,zuo4
怩,ni2
怫,fu2
怊,cha1o
怿,yi4
怡,yi2
恸,to4ng
恹,ya1n
恻,ce4
恺,ka3i
恂,xu2n
鉆,cha1n
鉇,shi1
鉈,shi1
鉉,xua4n
鉊,zha1o
鉋,ba4o
鉌,he2
鉍,bi4
鉎,she1ng
鉏,chu2
鉐,shi2
鉑,bo2
鉒,zhu4
鉓,chi4
鉔,za1
鉕,po1
鉖,to2ng
鉗,qia2n
鉘,fu2
鉙,zha3i
鉚,liu3
鉛,qia1n
鉜,fu2
鉝,li4
鉞,yue4
鉟,pi1
鉠,ya1ng
鉡,ba4n
鉢,bo1
鉣,jie2
鉤,go1u
鉥,shu4
鉦,zhe1ng
鉧,mu3
鉨,xi3
鉩,xi3
鉪,di4
鉫,jia1
鉬,mu4
鉭,ta3n
鉮,hua2n
鉯,yi3
鉰,si1
鉱,kua4ng
鉲,ka3
鉳,be3i
鉵,to2ng
鉶,xi2ng
鉷,ho2ng
鉸,jia3o
鉹,chi3
鉺,e4r
鉻,luo4
鉼,bi3ng
鉽,shi4
鉾,mo2u
鉿,jia1
銀,yi2n
銁,ju1n
銂,zho1u
銃,cho4ng
銄,xia3ng
銅,to2ng
銆,mo4
銇,le4i
銈,ji1
銉,yu4
銊,xu4
銋,re2n
銌,zu4n
銍,zhi4
銏,sha4n
銐,chi4
銑,xia3n
銒,xi2ng
銓,qua2n
銔,pi1
銕,tie3
銖,zhu1
銗,xia4ng
銘,mi2ng
銙,kua3
銚,ya2o
銛,xia1n
銜,xia2n
銝,xiu1
銞,ju1n
銟,cha1
銠,la3o
銡,ji2
銢,pi3
銣,ru2
銤,mi3
銥,yi1
銦,yi1n
銧,gua1ng
恪,ke4
恽,yu4n
悖,be4i
悚,so3ng
悭,qia1n
悝,kui1
悃,ku3n
悒,yi4
悌,ti4
悛,qua1n
惬,qie4
悻,xi4ng
悱,fe3i
惝,cha3ng
惘,wa3ng
惆,cho2u
惚,hu1
悴,cui4
愠,yu4n
愦,kui4
愕,e4
愣,le4ng
惴,zhui4
愀,qia3o
愎,bi4
愫,su4
慊,qia4n
慵,yo1ng
憬,ji3ng
憔,qia2o
憧,cho1ng
憷,chu4
懔,li3n
懵,me3ng
忝,tia3n
隳,hui1
闩,shua1n
闫,ya2n
闱,we2i
闳,ho2ng
闵,mi3n
闶,ka1ng
闼,ta4
闾,lv2
阃,ku3n
阄,jiu1
阆,la2ng
阈,yu4
阊,cha1ng
阋,xi4
阌,we2n
阍,hu1n
阏,e4
阒,qu4
阕,que4
阖,he2
阗,tia2n
阙,que1
阚,ha3n
丬,qia2ng
爿,pa2n
戕,qia1ng
氵,shui
汔,qi4
汜,si4
汊,cha4
沣,fe1ng
沅,yua2n
沐,mu4
沔,mia3n
沌,du4n
汨,mi4
汩,gu3
汴,bia4n
汶,we4n
沆,ha4ng
沩,we2i
泐,le4
泔,ga1n
沭,shu4
泷,lo2ng
泸,lu2
泱,ya1ng
泗,si4
沲,tuo2
泠,li2ng
泖,ma3o
泺,luo4
泫,xua4n
泮,pa4n
沱,tuo2
泓,ho2ng
泯,mi3n
泾,ji1ng
銨,a3n
銩,diu1
銪,yo3u
銫,se4
銬,ka4o
銭,qia2n
銯,si1
銰,a1i
銱,dia4o
銲,ha4n
銳,rui4
銴,shi4
銵,ke1ng
銶,qiu2
銷,xia1o
銸,zhe2
銹,xiu4
銺,za4ng
銻,ti2
銼,cuo4
銽,gua1
銾,ho4ng
銿,zho1ng
鋀,to1u
鋁,lv3
鋂,me2i
鋃,la2ng
鋄,wa4n
鋅,xi1n
鋆,yu2n
鋇,be4i
鋉,su4
鋊,yu4
鋋,cha2n
鋌,di4ng
鋍,bo2
鋎,ha4n
鋏,jia2
鋐,ho2ng
鋑,cua1n
鋒,fe1ng
鋓,cha1n
鋔,wa3n
鋕,zhi4
鋖,si1
鋗,xua1n
鋘,hua2
鋙,yu3
鋚,tia2o
鋛,kua4ng
鋜,zhuo2
鋝,lve4
鋞,xi2ng
鋟,qi3n
鋠,she4n
鋡,ha2n
鋢,lve4
鋣,ye2
鋤,chu2
鋥,ze4ng
鋦,ju1
鋧,xia4n
鋨,tie3
鋩,ma2ng
鋪,pu4
鋫,li2
鋬,pa4n
鋭,rui4
鋮,che2ng
鋯,ga4o
鋰,li3
鋱,te4
鋲,bi1ng
鋳,zhu4
鋴,zhe4n
鋵,tu1
鋶,liu3
鋷,zui4
鋸,ju4
鋹,cha3ng
鋺,yua3n
鋻,jia4n
鋼,ga1ng
鋽,dia4o
鋾,ta2o
鋿,cha2ng
錀,lu2n
錁,guo3
錂,li2ng
錃,pi1
錄,lu4
錅,li2
錆,qia1ng
錇,po2u
錈,jua3n
錉,mi2n
洹,hua2n
洧,we3i
洌,lie4
浃,jia1
浈,zhe1n
洇,yi1n
洄,hui2
洙,zhu1
洎,ji4
洫,xu4
浍,hui4
洮,ta2o
洵,xu2n
洚,jia4ng
浏,liu2
浒,hu3
浔,xu2n
洳,ru4
涑,su4
浯,wu2
涞,la2i
涠,we2i
浞,zhuo2
涓,jua1n
涔,ce2n
浜,ba1ng
浠,xi1
浼,me3i
浣,hua4n
渚,zhu3
淇,qi2
淅,xi1
淞,so1ng
渎,du2
涿,zhuo1
淠,pi4
渑,mia3n
淦,ga4n
淝,fe2i
淙,co2ng
渖,she3n
涫,gua4n
渌,lu4
涮,shua4n
渫,xie4
湮,ya1n
湎,mia3n
湫,jia3o
溲,so1u
湟,hua2ng
溆,xu4
湓,pe2n
湔,jia1n
渲,xua4n
渥,wo4
湄,me2i
滟,ya4n
溱,qi2n
溘,ke4
滠,she4
漭,ma3ng
滢,yi2ng
溥,pu3
溧,li4
溽,ru4
溻,ta1
溷,hu4n
滗,bi4
溴,xiu4
滏,fu3
溏,ta2ng
滂,pa1ng
溟,mi2ng
潢,hua2ng
潆,yi2ng
潇,xia1o
漤,la3n
漕,ca2o
滹,hu1
漯,luo4
漶,hua4n
潋,lia4n
潴,zhu1
漪,yi1
漉,lu4
漩,xua2n
澉,ga3n
澍,shu4
澌,si1
潸,sha1n
潲,sha4o
潼,to2ng
潺,cha2n
濑,la4i
錊,zui4
錋,pe2ng
錌,a4n
錍,pi1
錎,xia4n
錏,ya1
錐,zhui1
錑,le4i
錒,ke1
錓,ko1ng
錔,ta4
錕,ku1n
錖,du2
錗,ne4i
錘,chui2
錙,zi1
錚,zhe1ng
錛,be1n
錜,nie4
錝,zo4ng
錞,chu2n
錟,ta2n
錠,di4ng
錡,qi2
錢,qia2n
錣,zhui4
錤,ji1
錥,yu4
錦,ji3n
錧,gua3n
錨,ma2o
錩,cha1ng
錪,tia3n
錫,xi1
錬,lia4n
錭,ta2o
錮,gu4
錯,cuo4
錰,shu4
錱,zhe1n
録,lu4
錳,me3ng
錴,lu4
錵,hua1
錶,bia3o
錷,ga2
錸,la2i
錹,ke3n
錺,fa1ng
錻,wu
錼,na4i
錽,wa4n
錿,hu3
鍀,de2
鍁,xia1n
鍂,pia1n
鍃,huo1
鍄,lia4ng
鍅,fa3
鍆,me2n
鍇,ka3i
鍈,yi1ng
鍉,di1
鍊,lia4n
鍋,guo1
鍌,xia3n
鍍,du4
鍎,tu2
鍏,we2i
鍐,zo1ng
鍑,fu4
鍒,ro2u
鍓,ji2
鍔,e4
鍕,ju1n
鍖,che3n
鍗,ti2
鍘,zha2
鍙,hu4
鍚,ya2ng
鍛,dua4n
鍜,xia2
鍝,yu2
鍞,ke1ng
鍟,she1ng
鍠,hua2ng
鍡,we3i
鍢,fu4
鍣,zha1o
鍤,cha1
鍥,qie4
鍦,shi1
鍧,ho1ng
鍨,kui2
鍩,tia3n
鍫,qia1o
濉,sui1
澧,li3
澹,da4n
澶,cha2n
濂,lia2n
濡,ru2
濮,pu2
濞,bi4
濠,ha2o
濯,zhuo2
瀚,ha4n
瀣,xie4
瀛,yi2ng
瀹,yue4
瀵,fe4n
灏,ha4o
灞,ba4
宀,mia2n
宄,gui3
宕,da4ng
宓,mi4
宥,yo4u
宸,che2n
甯,ni2ng
骞,qia1n
搴,qia1n
寤,wu4
寮,lia2o
褰,qia1n
寰,hua2n
蹇,jia3n
謇,jia3n
辶,chuo4
迓,ya4
迕,wu4
迥,jio3ng
迮,ze2
迤,yi2
迩,e3r
迦,jia1
迳,ji4ng
迨,da4i
逅,ho4u
逄,pa2ng
逋,bu1
逦,li3
逑,qiu2
逍,xia1o
逖,ti4
逡,qu1n
逵,kui2
逶,we1i
逭,hua4n
逯,lu4
遄,chua2n
遑,hua2ng
遒,qiu2
遐,xia2
遨,a2o
遘,go4u
遢,ta4
遛,liu2
暹,xia1n
遴,li2n
遽,ju4
邂,xie4
邈,mia3o
邃,sui4
邋,la1
彐,ji4
彗,hui4
彖,tua4n
彘,zhi4
尻,ka1o
咫,zhi3
屐,ji1
屙,e1
孱,ca4n
屣,xi3
屦,ju4
羼,cha4n
弪,ji4ng
弩,nu3
弭,mi3
艴,fu2
弼,bi4
鬻,yu4
屮,che4
妁,shuo4
妃,fe1i
妍,ya2n
妩,wu3
妪,yu4
妣,bi3
鍬,qia1o
鍭,ho2u
鍮,to1u
鍯,co1ng
鍰,hua2n
鍱,ye4
鍲,mi2n
鍳,jia4n
鍴,dua1n
鍵,jia4n
鍶,so1ng
鍷,kui2
鍸,hu2
鍹,xua1n
鍺,duo3
鍻,jie2
鍼,zhe1n
鍽,bia1n
鍾,zho1ng
鍿,zi1
鎀,xiu1
鎁,ye2
鎂,me3i
鎃,pa4i
鎄,a1i
鎅,jie4
鎆,qian
鎇,me2i
鎈,suo3
鎉,da2
鎊,ba4ng
鎋,xia2
鎌,lia2n
鎍,suo3
鎎,ka4i
鎐,ya2o
鎑,ye4
鎒,no4u
鎓,we1ng
鎔,ro2ng
鎕,ta2ng
鎖,suo3
鎗,qia1ng
鎘,li4
鎙,shuo4
鎚,chui2
鎛,bo2
鎜,pa2n
鎝,da1
鎞,bi1
鎟,sa3ng
鎠,ga1ng
鎡,zi1
鎢,wu1
鎣,yi2ng
鎤,hua4ng
鎥,tia2o
鎦,liu2
鎧,ka3i
鎨,su3n
鎩,sha1
鎪,so1u
鎫,wa4n
鎬,ha4o
鎭,zhe4n
鎮,zhe4n
鎯,la2ng
鎰,yi4
鎱,yua2n
鎲,ta3ng
鎳,nie4
鎴,xi2
鎵,jia1
鎶,ge1
鎷,ma3
鎸,jua1n
鎹,so4ng
鎺,zu3
鎻,suo3
鎼,xia4
鎽,fe1ng
鎾,we1n
鎿,na2
鏀,lu3
鏁,suo3
鏂,o1u
鏃,zu2
鏄,tua2n
鏅,xiu1
鏆,gua4n
鏇,xua4n
鏈,lia4n
鏉,sho4u
鏋,ma3n
鏌,mo4
鏍,luo2
妗,ji4n
姊,zi3
妫,gui1
妞,niu1
妤,yu2
姒,si4
妲,da2
妯,zho2u
姗,sha1n
妾,qie4
娅,ya4
娆,ra2o
姝,shu1
娈,lua2n
姣,jia1o
姘,pi1n
姹,cha4
娌,li3
娉,pi1ng
娲,wa1
娴,xia2n
娑,suo1
娣,di4
娓,we3i
婀,e1
婧,ji4ng
婊,bia3o
婕,jie2
娼,cha1ng
婢,bi4
婵,cha2n
胬,nu3
媪,a3o
媛,yua4n
婷,ti2ng
婺,wu4
媾,go4u
嫫,mo2
媲,pi4
嫒,a4i
嫔,pi2n
媸,chi1
嫠,li2
嫣,ya1n
嫱,qia2ng
嫖,pia2o
嫦,cha2ng
嫘,le2i
嫜,zha1ng
嬉,xi1
嬗,sha4n
嬖,bi4
嬲,nia3o
嬷,ma1
孀,shua1ng
尕,ga3
尜,ga2
孚,fu2
孥,nu2
孳,zi1
孑,jie2
孓,jue2
孢,ba1o
驵,za3ng
驷,si4
驸,fu4
驺,zo1u
驿,yi4
驽,nu2
骀,da4i
骁,xia1o
骅,hua2
骈,pia2n
骊,li2
骐,qi2
骒,ke4
骓,zhui1
骖,ca1n
骘,zhi4
骛,wu4
骜,a4o
骝,liu2
骟,sha4n
骠,bia1o
骢,co1ng
骣,cha3n
骥,ji4
骧,xia1ng
纟,si1
纡,yu1
纣,zho4u
纥,ge1
纨,wa2n
纩,kua4ng
鏎,bi4
鏏,we4i
鏐,liu2
鏑,di2
鏒,sa3n
鏓,zo3ng
鏔,yi2
鏕,lu4
鏗,ke1ng
鏘,qia1ng
鏙,cui1
鏚,qi1
鏛,cha2ng
鏜,ta1ng
鏝,ma4n
鏞,yo1ng
鏟,cha3n
鏠,fe1ng
鏡,ji4ng
鏢,bia1o
鏣,shu4
鏤,lo4u
鏥,xiu4
鏦,co1ng
鏧,lo2ng
鏨,za4n
鏩,jia4n
鏪,ca2o
鏫,li2
鏬,xia4
鏭,xi1
鏮,ka1ng
鏯,shua3ng
鏰,be4ng
鏱,zhang
鏲,qian
鏳,che1ng
鏴,lu4
鏵,hua2
鏶,ji2
鏷,pu2
鏸,hui4
鏹,qia3ng
鏺,po1
鏻,li2n
鏼,se4
鏽,xiu4
鏾,sa3n
鏿,che1ng
鐀,kui4
鐁,si1
鐂,liu2
鐃,na2o
鐄,hua2ng
鐅,pie3
鐆,sui4
鐇,fa2n
鐈,qia2o
鐉,qua1n
鐊,ya2ng
鐋,ta1ng
鐌,xia4ng
鐍,jue2
鐎,jia1o
鐏,zu1n
鐐,lia2o
鐑,qie4
鐒,la2o
鐓,dui4
鐔,xi2n
鐕,za1n
鐖,ji1
鐗,jia3n
鐘,zho1ng
鐙,de4ng
鐚,ya1
鐛,yi3ng
鐜,dui1
鐝,jue2
鐞,no4u
鐟,za1n
鐠,pu3
鐡,tie3
鐢,fa2n
鐣,che1ng
鐤,di3ng
鐥,sha4n
鐦,ka1i
鐧,jia1n
鐨,fe4i
鐩,sui4
鐪,lu3
鐫,jua1n
鐬,hui4
鐭,yu4
鐮,lia2n
纭,yu2n
纰,pi1
纾,shu1
绀,ga4n
绁,xie4
绂,fu2
绉,zho4u
绋,fu2
绌,chu4
绐,da4i
绔,ku4
绗,ha2ng
绛,jia4ng
绠,ge3ng
绡,xia1o
绨,ti2
绫,li2ng
绮,qi3
绯,fe1i
绱,sha4ng
绲,gu3n
缍,duo3
绶,sho4u
绺,liu3
绻,qua3n
绾,wa3n
缁,zi1
缂,ke4
缃,xia1ng
缇,ti2
缈,mia3o
缋,hui4
缌,si1
缏,bia4n
缑,go1u
缒,zhui4
缗,mi2n
缙,ji4n
缜,zhe3n
缛,ru4
缟,ga3o
缡,li2
缢,yi4
缣,jia1n
缤,bi1n
缥,pia1o
缦,ma4n
缧,le2i
缪,mo2u
缫,sa1o
缬,xie2
缭,lia2o
缯,ze1ng
缰,jia1ng
缱,qia3n
缲,qia1o
缳,hua2n
缵,zua3n
幺,ya1o
畿,ji1
巛,chua1n
甾,za1i
邕,yo1ng
玎,di1ng
玑,ji1
玮,we3i
玢,bi1n
玟,we2n
珏,jue2
珂,ke1
珑,lo2ng
玷,dia4n
玳,da4i
珀,po4
珉,mi2n
珈,jia1
珥,e3r
珙,go3ng
顼,xu1
琊,ya2
珩,ha2ng
珧,ya2o
珞,luo4
玺,xi3
珲,hui1
琏,lia3n
琪,qi2
瑛,yi1ng
琦,qi2
琥,hu3
琨,ku1n
琰,ya3n
琮,co2ng
琬,wa3n
鐯,zhuo2
鐰,qia1o
鐱,jia4n
鐲,zhuo2
鐳,le2i
鐴,bi4
鐵,tie3
鐶,hua2n
鐷,ye4
鐸,duo2
鐹,guo3
鐺,da1ng
鐻,ju4
鐼,fe2n
鐽,da2
鐿,yi4
鑀,a4i
鑁,zo1ng
鑂,xu4n
鑃,dia4o
鑄,zhu4
鑅,he2ng
鑆,zhui4
鑇,ji1
鑈,nie4
鑉,he2
鑊,huo4
鑋,qi1ng
鑌,bi1n
鑍,yi1ng
鑎,kui4
鑏,ni2ng
鑐,xu1
鑑,jia4n
鑒,jia4n
鑓,qia3n
鑔,cha3
鑕,zhi4
鑖,mie4
鑗,li2
鑘,le2i
鑙,ji1
鑚,zua4n
鑛,kua4ng
鑜,sha3ng
鑝,pe2ng
鑞,la4
鑟,du2
鑠,shuo4
鑡,chuo4
鑢,lv4
鑣,bia1o
鑤,ba4o
鑥,lu3
鑦,xian
鑧,kua1n
鑨,lo2ng
鑩,e4
鑪,lu2
鑬,jia4n
鑭,la4n
鑮,bo2
鑯,jia1n
鑰,ya4o
鑱,cha2n
鑲,xia1ng
鑳,jia4n
鑴,xi1
鑵,gua4n
鑶,ca2ng
鑷,nie4
鑸,le3i
鑹,cua1n
鑺,qu2
鑻,pa4n
鑼,luo2
鑽,zua1n
鑾,lua2n
鑿,za2o
钀,nie4
钁,jue2
钂,ta3ng
钃,zhu2
钄,la2n
钑,sa4
钖,ya2ng
钘,xi2ng
铇,ba4o
铏,xi2ng
铓,ma2ng
铔,ya1
铚,zhi4
铦,xia1n
铻,wu2
锜,qi2
锠,cha1ng
琛,che1n
琚,ju1
瑁,ma4o
瑜,yu2
瑗,yua4n
瑕,xia2
瑙,na3o
瑷,a4i
瑭,ta2ng
瑾,ji3n
璜,hua2ng
璎,yi1ng
璀,cui3
璁,co1ng
璇,xua2n
璋,zha1ng
璞,pu2
璨,ca4n
璩,qu2
璐,lu4
璧,bi4
瓒,za4n
璺,we4n
韪,we3i
韫,yu4n
韬,ta1o
杌,wu4
杓,bia1o
杞,qi3
杈,cha1
杩,ma4
枥,li4
枇,pi2
杪,mia3o
杳,ya3o
枘,rui4
枧,jia3n
杵,chu3
枨,che2ng
枞,co1ng
枭,xia1o
枋,fa1ng
杷,pa2
杼,zhu4
柰,na4i
栉,zhi4
柘,zhe4
栊,lo2ng
柩,jiu4
枰,pi2ng
栌,lu2
柙,xia2
枵,xia1o
柚,yo4u
枳,zhi3
柝,tuo4
栀,zhi1
柃,li2ng
枸,go3u
柢,di3
栎,li4
柁,duo4
柽,che1ng
栲,ka3o
栳,la3o
桠,ya1
桡,ra2o
桎,zhi4
桢,zhe1n
桄,gua1ng
桤,qi1
梃,ti3ng
栝,gua1
桕,jiu4
桦,hua4
桁,he2ng
桧,gui4
桀,jie2
栾,lua2n
桊,jua4n
桉,a1n
栩,xu3
梵,fa4n
梏,gu4
桴,fu2
桷,jue2
梓,zi3
桫,suo1
棂,li2ng
楮,chu3
棼,fe2n
椟,du2
椠,qia4n
棹,zha4o
锧,zhi4
锳,yi1ng
锽,hua2ng
镃,zi1
镈,bo2
镋,ta3ng
镕,ro2ng
镚,be4ng
镠,liu2
镮,hua2n
镴,la4
镵,cha2n
長,zha3ng
镸,cha2ng
镹,jiu3
镺,a3o
镻,die2
镼,qu1
镽,lia3o
镾,mi2
門,me2n
閁,ma4
閂,shua1n
閃,sha3n
閄,huo4
閅,me2n
閆,ya2n
閇,bi4
閈,ha4n
閉,bi4
閊,sha1n
開,ka1i
閌,ka4ng
閍,be1ng
