aaaa	啊啊啊
bsxb	播散性汗孔角化病
bsxh	播散性结核
bsxi	播散性盘状红斑狼疮
bsxs	播散性嗜酸
bsxr	播散性真菌感染
buaj	玻色爱因斯坦凝聚
buat	玻色爱因斯坦气体
buaj	玻色爱因斯坦统计
bulk	玻色铃
bunw	玻色凝聚物
buqt	玻色气体
bsnv	波森那斯库勒斯曼二氏综合征
boua	搏杀
buz	玻色子
bouj	博山
buix	博山吹云龙脑香
bulh	博山炉中沉香火
buqu	博山区
buts	博山吐香五云散
budv	波上对江州
bufx	波上风雨歇
bufm	波上浮查栖树木
bufk	波上芙蕖叶未开
bupj	波上片帆疾
burl	波上日初丽
buua	波上生微霭
busw	波上思罗袜
buyv	波上荧荧望一舟
bugx	博涉供务隙
buxt	波深汹涌落悬潭
boui	剥蚀
boui	博士
boui	博识
boui	波矢
bvab	波氏阿利什利霉病
bvam	波氏阿利什霉
bubq	博士傍边亦被欺
bubg	博士本秦官
buiy	博士臣愈
buil	袯襫锄犁
bdcq	擘石摧林丘
budy	波士顿
budb	波士顿血红蛋白
budk	博士多康
budn	博士多宁
budt	博士多他
budt	博识多通
bueq	波史二氏持针钳
buej	波史二氏解剖剪
buej	波史二氏心血管手术剪
bueq	波史二氏主动脉钳
buev	波施二氏综合征
bueq	波史二氏组织钳
buhz	博士后
bujv	波史吉三氏手术
bujv	博施济众
buml	博士买驴
bvmj	波氏霉样真菌
bvmb	波氏霉样真菌病
buug	博士生
bvxm	博氏线
beyw	拨食与田乌
bdve	剥石者
bdvu	剥石者猎手
buvg	伯侍仲言归
busx	薄狩三农隙
bumc	搏手无策
bouu	帛书
bouu	波数
bouu	波束
bujw	帛书间道访存亡
bukj	波数空间
buqd	帛书秋海断
buul	波数矢量
buyd	波束引导
bouk	博帅
boul	博爽
bugf	薄税归天府
bumt	波睡眠肽
buml	钵水母类
buxt	钵水螅体
buft	博硕肥腯
budq	波似洞庭秋
bsej	博斯二氏阴道镜
bsju	波斯菊
bsny	波斯尼亚
bsnn	波斯尼亚和黑塞哥维那
bsng	波斯尼亚和黑塞哥维那共和国
bsnn	波斯尼亚黑塞哥维那
bspx	博斯普鲁斯海峡
bsqk	博思清
bstt	波斯特系统
bswj	波斯湾
bswb	波斯弯血红蛋白
boss	播送
bsbi	泊松比
bsfi	泊松方程
bsgi	泊松过程
bskh	泊松括号
bosu	博苏
bosu	波速
bsdo	波速度
bsev	伯苏二氏综合征
bsfm	薄俗防人面
bsji	薄俗嗟嗟难重陈
bslv	波速率
bsnl	薄俗难可论
bsqx	薄俗弃高贤
bsul	泊素守中林
bsty	薄俗徒云云
bsxu	泊肃叶公式
bsoj	波随月色净
bseb	伯索二氏病
btkz	剥苔看篆字
botj	博坦
botc	波涛
btdt	波涛毒于汤
btfs	波涛翻空杳无涘
btgi	波涛隔汉川
btgt	波涛鼓怒上漫天
btlk	波涛连太空
btlp	波涛两浮萍
btlb	波涛良史笔
btlf	波涛乱远峰
btnt	波涛怒相投
btrc	波涛入笔驱文辞
btry	波涛入梦家山远
btsb	波涛塞川如叠坂
bttm	波滔天
btmq	波涛万顷
btml	波涛万顷堆琉璃
btww	波涛未足畏
btxy	波涛汹涌
btyt	波涛夜俯听
bote	波特
btlv	波特率
btmx	波特模型
btxy	波特西尔伯二氏色素原
btuk	波替单抗
bdeq	伯提二氏血细胞计数器
bctm	薄田
btgj	薄田供岁酒
btlk	薄田临谷口
btun	薄田失锄耨
btpy	剥条盘作银环样
bots	拨通
btjj	博通经籍
botz	泊头
btui	泊头市
btzh	箔头作茧丝皓皓
btyu	簸土扬沙
boto	剥脱
btxy	剥脱性唇炎
btxy	剥脱性骨软骨炎
btxv	剥脱性角质松解症
btxy	剥脱性皮炎
btxy	剥脱性龈炎
bwuf	波外声初发
bmlq	拨万论千
bmlq	拨万轮千
bwqq	薄晚青丝骑
bwty	薄晚屯密云
bwxr	薄晚啸游人
bwlj	薄望怜池净
bwzh	博望自封侯
bow	泊位
boei	波尾
bweb	波韦二氏病
bwhe	博维赫
boob	博文
bowf	博闻
bowf	波纹
bwby	博闻辩言
bwdl	波纹电流弱脉动电流
bwdu	博闻多识
boev	伯文二氏综合征
bwgr	波纹管
bwjd	波纹军刀
bwjj	博闻强记
bwjv	博闻强志
bwju	博闻强识
bwxg	博问遐观
boyl	博文约礼
bwxb	搏沃欣
bowu	博物
bcwu	薄雾
bwdw	博物多闻
bwgr	博物馆
bwgx	博物馆学
bwhd	薄雾海
bwjz	博物君子
bwqw	博物洽闻
bwuj	薄雾山
bwug	薄雾山谷
bwtj	播物体陶钧
bwxg	薄物细故
bwxh	薄雾销轻縠
bwxt	博物学家拜特
bwyr	博物院
bxen	波西二氏叭喇狗式血管镊
bxey	波西二氏反应
bxey	波西二氏色原
bxup	波希鼠李皮
bxys	薄熙永
boxm	亳县
bxbb	驳藓蔽丰碑
bxkj	搏险窥龙湫
bxia	波象差
boxn	博效
bxuw	波小声而上闻
bxtc	薄霄眺层岑
bxxl	泊萧叶定律
bxxl	泊萧叶怜
bxst	渤澥桑田
bxev	波谢伊三氏综合征
boxb	博欣
bxp	波欣平
boxk	勃兴
boxk	博兴
boxk	波形
bxby	薄幸不来门半掩斜阳
bxdb	波形蛋白
bxdd	勃兴得李杜
bxjy	波形记录仪
bxjl	波形菌落
bxkh	博性康
bxkm	博性康药膜
bxlx	波形流水线
bhql	跛行千里
bxtu	波形图
bxxm	博兴县
bxyd	波形运动
boxs	伯兄
bxjm	波喧警醉眠
bxxm	波泫泫兮烟幂幂
boxn	剥削
boxt	博学
bxdc	博学多才
bxdw	博学多闻
bxjj	剥削阶级
bxqw	博学洽闻
bxve	剥削者
bxve	博学者
bxvt	博学者拜特
bxvp	博学者长袍
bxvx	博学者长靴
bxvj	博学者衬肩
bxvj	博学者的徽记
bxvt	博学者护腿
bxvt	博学者手套
bxvg	博学者头冠
bxvl	博学者腕轮
bxvd	博学者腰带
bxvj	博学者印记
bxvj	博学者之戒
bxvu	博学坠饰
bxvi	伯埙仲篪
boya	博亚
boya	博雅
bydl	伯牙道丧来
bydx	伯牙独不喧
bydq	箔验电器
bymj	薄烟幂远郊
bymv	泊雁鸣深渚
byxu	薄言向田墅
boyh	播扬
boyh	波阳
bydm	伯阳遁西溟
byxm	波阳县
byxz	伯阳仙家子
byhp	波摇海未平
bymb	波摇梅蕊伤心白
bydh	波摇石动水萦回
byyq	波摇影转清
boye	博野
bxhg	薄叶黄芩苷
bynl	薄夜牛羊复下来
byxm	博野县
boyi	博弈
bybo	拨一拨
beci	波伊茨
becv	波伊茨耶格二氏综合征
becv	波伊茨耶格综合征
bedu	波移带影疏
bedk	波依定
bedp	波依定片
bee	泊伊尔
beel	波义耳查理定律
beeq	博伊尔戴二氏开口器
beel	博伊尔定律
byel	玻意耳定律
beeb	博伊尔海茨血红蛋白
byed	玻意耳温度
byfy	博弈赋诗聊遣意
behj	薄倚浩至今
beho	铂铱合金
belu	薄衣临积水
byly	博弈论
bequ	薄衣轻衫
byuu	博弈树
byus	博弈树搜索
bytu	博弈图
bywt	伯夷位事愚臣忝
byxj	博奕性聚焦
byyx	博弈犹贤
byzu	驳议在黄枢
byzy	伯夷在首阳
boyb	博引
boyb	播音
boyb	波音
byui	播音室
byyr	播音员
boyk	播映
bycl	伯英草圣称绝伦
bydf	波影倒江枫
bydi	波影动参差
bykh	博盈康
byyi	波影摇妓钗
byqv	波拥群凫至
byiv	薄游长安中
byik	薄游尝独愧
byiy	薄游成久游
byiy	薄游出京邑
byhk	薄游何所愧
byjy	薄游羁物役
byjr	薄游京都日
byjl	薄游倦千里
bytu	薄游忝霜署
bywd	薄游五府都
boyu	钵盂
bybu	播于八埏
byfv	伯禹访未知
byly	拨雨撩云
bymj	伯禹明灵降
byer	伯禹亦不如
byvf	伯玉知非
boyr	波源
boyy	拨云
boyy	驳运
bydk	拨云锭
bydy	拨云锭滴眼液
bydr	拨云睹日
byfg	拨云复光
byfs	拨云复光散
byxr	拨云见日
byjv	薄云界青嶂
byly	拨云撩雨
bypl	薄云片片成鱼鳞
bysy	拨云散眼药
byuq	薄云生北阙
byte	拨云退翳
bytw	拨云退翳丸
bywt	拨云雾见青天
byxj	薄云向空尽
byxd	拨云寻古道
byyg	拨云眼膏
byys	薄云岩际宿
boza	驳杂
bziy	菠甾醇
bzig	菠甾醇葡糖苷
bzig	菠甾醇葡萄糖苷
bczh	薄葬
bovj	搏战
bvts	博占同
bove	波折
bvmm	波阵面
bvmg	波阵面分割
bovg	博正
bcvi	薄纸
bcvi	薄芝
bvcu	薄质惭加首
bvjy	薄芝菌
bvjy	薄芝菌注射液
bvpm	薄芝片
bvuu	波指数
bvtt	薄芝糖肽
bvty	薄芝糖肽注射液
bvzu	播植资始
bovs	伯仲
bovs	播种
bvdv	波中的皪千金珠
bvhx	泊中湖兮澹而闲
bvji	播种机
bvjx	伯仲尽时贤
bvmj	播种面积
bvji	播种期
bvuj	伯仲叔季
bvsi	波中岁又春
bvvf	播种者披风
bvvj	伯仲之间
bvvl	伯仲之间见伊吕
bvzj	波中自皎镜
bovz	亳州
bvbq	泊舟悲且泣
bvca	泊舟沧江岸
bvia	泊舟楚宫岸
bvgx	泊舟古城下
bvhc	泊舟淮水次
bvjs	泊舟借问西林寺
bvui	亳州市
bvws	泊舟微径度深松
bvwf	泊舟未能发
bvwk	泊舟问溪口
bvxg	泊舟浔阳郭
bvey	泊舟伊川右
bveu	泊舟依野水
bvyf	泊舟应自爱江枫
bvfm	泊渚烦为媒
bvfq	波逐覆舟倾
bvkp	泊渚肯伤蘋
buyw	波属云委
bovr	博赚
bvdi	波状的
bvdp	波状碟片
bvms	波卓霉素
boz	脖子
boz	跛子
bzwn	伯兹瓦纳
bozu	波阻
bzdr	波阻断
bzkh	波阻抗
bzmu	伯祖母
bzwj	铂阻温度计
bzys	铂族元素
bzly	拨嘴撩牙
bail	不爱承明庐
baih	不爱吹箫逐凤凰
bahh	不爱好光华
banu	不爱能适时
barf	不爱入州府
batu	布埃特三氏方程式
baxj	不爱仙家登真诀
buan	不安
baef	布安二氏法
baey	布安二氏试验
bajv	不安紧张疼痛综合征
baji	不按君臣
baqu	不安其室
bayu	不安于室
bayw	不安于位
baev	布奥二氏综合征
balv	布奥伦道夫二氏综合征
bbdd	不把丹心比玄石
bbeg	布巴二氏双偏心孔端导管
bbet	布巴二氏小体
bbey	布巴二氏效应
bbft	不把分铢补上天
bbty	布巴特利二氏效应
bbym	不拔一毛
bbvv	不拔之志
bubd	补白
bbdi	不摆的
bbdl	不摆电疗
bbkl	补白颗粒
bbvd	不败之地
bbvy	不白之冤
bubj	补办
bubc	补报
bbeq	布保二氏人工呼吸器
bbhu	不饱和色
bbhs	不饱和脂肪酸
bubw	不备
bbbk	不卑不亢
bbhy	不悲鸿雁暂随阳
bbwq	布被瓦器
bbba	布苯丙胺
bbeq	不崩亦不骞
bubi	不必
bubi	不比
bbbm	不比博士慢
bbdl	不比得陈琳
bbeb	布彼二氏压舌板
bpfy	不辟斧钺
bbfy	不避斧钺
bbjx	不避艰险
bbqy	布比卡因
bbqy	布比卡因注射液
bbll	不必泪长流
bbpp	不必陪玄圃
bbqy	不蔽秋天雁
bbqt	不必取长途
bbuh	不避水火
bbsr	不比俗马空多肉
bbth	不避汤火
bbtl	不必条蔓绿
bbwp	不必问君平
bbxx	不必须白晰
bbed	不必伊周地
bbyq	不比因风起
bbzj	不必作参军
bupe	不便
bubm	补编
bbdi	不变代码移出
bbfu	不辨风尘色
bbjg	不变价格
bpkq	不便哭途穷
bbll	不变量
bbpm	不变平面
bbqo	不变其文
bbqh	不辨秦将汉
bbui	不变式
bbum	不辨菽麦
bbum	不辩菽麦
bbus	不辨菽粟
bput	不便水土
bbxx	不辨仙源何处寻
bbxk	不变性
bbyu	不辨云林色
bbvw	不辨真伪
bbzb	不变资本
bbzq	不变子群
bbfx	不别分兮
bbtr	不别桃源人
bubk	步兵
bbbl	步兵贝克拉
bbdd	步兵的水袋
bbdl	步兵多格兰
bbhu	不并汉宫时
bbji	不并禁垣春
bbkf	步兵科尔夫
bbvy	步兵终日饮
bbzg	不并子猷归
bubo	布博
bubo	布帛
bbeq	布波二氏活动滤线器
bbej	布伯二氏膀胱镜
bbem	布博二氏平面
bbej	布博二氏血凝度计
bbjr	不薄今人爱古人
bbry	布帛如云烟
bbus	布帛菽粟
bbxc	布帛忻天赐
bbbn	步步别离难
bbil	步步春芳绿
bbdg	步步登高
bbeb	布布二氏病
bbev	布布二氏手术
bbep	布布二氏移植片
bbgu	步步高升
bbhx	步步豁幽性
bboy	步步金阶上软舆
bblh	步步莲花
bblv	步步恋南枝
bbpu	步步攀藤上
bbrj	不步人脚
bbra	步步入青霭
bbuh	步步生莲花
bbwl	步步玩春绿
bbwy	步步忘路远
bbwy	步步为营
bbxh	步步惜风花
bbxh	步步向南行
bbhj	步步行寻陶令家
bbyv	步步犹疑是梦中
bucd	不才
bucd	布菜
bciv	不才成拥肿
bcik	不才充野客
bcdj	不才叨过举
bcdc	不才叨侍从
bcdk	不才叨下客
bcep	不采而佩
bcfv	不采芳桂枝
bcgv	不材甘朽质
bcgq	不才甘谪去
bchq	不裁寒女衾
bcmw	不才名位晚
bcmq	不才明主弃
bctg	不才同补衮
bcxd	不才先上第
bcxv	不才羞拥肿
bcjv	晡餐兼僰僮
bcux	不惭世上雄
bcuy	不惭世上英
bcyr	晡餐又寄人
buce	不测
buce	步测
buce	簿册
bcfy	不测风云
bcvh	不测之祸
bcvy	不测之忧
bcvz	不测之罪
bucg	不曾
bcll	不曾离耳里
bctv	不曾台上种
bcwq	不曾妄与燕雀群
bcxu	不曾向城市
buia	补差
bibf	不茶不饭
bihf	不差毫发
bihl	不差毫厘
bilu	不差累黍
biux	不差上下
bium	不差什么
biyq	不插玉钗妆梳浅
biyu	不察狱中书
bicw	不谄词多忤
bied	步蟾倚杖看牛斗
buih	步长
buih	补偿
bibd	补偿摆
bidl	补偿定理
bifa	补偿法
bijg	补偿计数管
bijs	不常厥所
bilj	补偿滤光镜
bime	补偿贸易
bimy	补偿摩擦作用
bimj	补偿目镜
binn	步长脑心通胶囊
bipm	补偿片
biqt	步长祛风止痛
biqx	补偿曲线
biqd	补偿曲线曲度
biuw	补偿事务
biwl	补偿网络
bivz	补偿追踪
bivx	不臣之心
buig	不成
buig	不逞
bibl	不成比例
bicd	不成材
bidz	不成对电子
bify	不成方圆
bigs	不成功
bihx	不成话
bilt	不称老夫头
biqi	不成器
bisw	不成三瓦
bium	不称世间忙
biun	不成熟的毒囊
biui	不成熟卵经体外成熟过程
biug	不成熟人格
bitt	不成体统
biob	不成文
biof	不成文法
bixg	不成向南国
bixy	不承悬象意
bixy	不成寻别业
bivt	不逞之徒
bivf	不成诛执法
buii	不啻
buii	不齿
bibs	不叱白刃散
bibl	不痴不聋
biik	步迟乘羽客
biiq	步迟迟兮堪搴
bigu	不持光谢水
biqg	不耻青袍故
bity	不啻天渊
bixw	不耻下问
biye	不吃烟火食
biod	不吃羊肉空惹一身膻
biyr	不齿于人
biys	不啻远相思
bizh	不耻最后
buis	补充
biuw	补充单位
bifl	补充法力
biju	补充精神
bihw	补充行为
biyy	补充营养
bibl	不愁巴道路
bibc	不瞅不睬
biiv	不愁愁自著
bihv	不愁还酒债
bihe	不愁寒无衣
bihj	不愁欢乐尽
bimu	不愁没柴烧
bimj	不愁明月尽
biqx	不愁前路修
birc	不愁日暮还家错
biux	不愁谁奈两魂销
bixy	不愁寻水远
biyv	不酬言语上人知
biim	步出城东门
biim	步出城西门
bidh	步出东城风景和
bidm	步出东城门
bidn	不出动经年
biff	步出芙蓉府
bijj	卜处几听鸡
bilj	不出来时径
bilw	不出六合外
binu	步出南轩时
biqq	步出青门去
birw	不出人境外
bisn	不出三十年
bium	不出什么
bisl	不出所料
bixg	不出嚣尘见远公
btmm	不揣冒昧
bvxq	不传消息但传情
biyg	不穿杨叶不言归
bigv	不吹光彩上寒株
buci	不辞
boci	卜辞
bcpz	不辞便学山公醉
bciy	不辞城邑游
bceb	不辞而别
bcfq	不辞奋翼向君去
bcfu	不辞逢露湿
bchm	不辞横绝漠
bcju	不辞镜里朱颜瘦
bclk	不辞劳苦
bcpk	不辞攀折苦
bcuy	不辞山路远
bcuv	不辞手足皆胼胝
bcmk	不辞万里长为客
bcxx	不辞相望阻寒宵
bcxk	不辞辛苦
bcxd	不辞辛苦来东道
bcxh	不辞辛苦行
bcxl	不辞辛劳
bcvq	不次之迁
bcvw	不次之位
bcvy	不辞终日离家远
bcvu	不辞著处寻山水
bcry	不从人言
bczh	不从紫气台端候
bcjd	不爨井晨冻
bcbj	不存不济
bcjd	不存芥蒂
buco	不错
buda	不大
bdbu	不打不成相识
bdbu	不打不相识
bdbx	不大不小
bdib	不达长卿病
bdjb	不打紧
bdlg	布达拉宫
bdli	不大离
bdps	布达佩斯
bdxq	补达秀
bdxb	布达血红蛋白
bdzv	不打自招
budd	不待
budd	布袋
bdao	布袋澳
bdcm	不待参辰没
bdiz	不待春眠足
bdev	布戴二氏贫血综合征
bdev	布戴二氏综合征
bdfn	不待逢沮溺
bdhh	不待河冰合
bdhu	不待华发生
bdov	不待金门诏
bdji	不待镜湖春
bdjq	不待镜台前
bdly	布袋里老鸦
bdlx	不待荔枝香
bdnl	不待南游禄
bdqn	不待蘧生年
bdug	不待蓍龟
bduo	不待说
bdtf	不待天明尽北飞
bdtu	不待天书自出山
bdee	不待易朝衣
bdyy	卜代盈千亿
bdvm	不待诏书行上马
bdvq	不待致书求
budj	不丹
budj	不但
buuj	不单
buda	不惮
bdbh	不惮薜萝寒
bdbu	不惮薄田输井税
buuj	不单单
bdem	不惮恶溪名
bdgy	不惮关山远
bdhu	不惮海路赊
bdkh	不惮苦寒行
bdux	不但时人惜
bdwg	不丹王国
bdxd	不但习池归酩酊
bdxy	不惮轩车远
bdyk	不惮烟波阔
bdyk	不惮炎蒸苦
bdvy	不惮征路遥
budh	不当
bdbv	不当不正
bdrz	不当人子
budc	布道
bdcu	不道沧江百丈深
bdih	不到船翻不跳河
bdim	不道春将暮
bdde	不道德
bddc	不道栋梁材
bddn	不到东山向一年
bdds	不到东西寺
bdgu	不道故人无素书
bdhj	不道含香贱
bdhs	不到黄河心不死
bdjm	不道旧姓名
bdjd	不道君心不如石
bdlg	不道鲁连功
bdlc	不到洛阳岑
bdmy	不到莫相尤
bdmu	不道牧陂深
bdqi	不道歧路长
bdrg	不道人物知音寡
bdsi	不到三声合断肠
bdui	不到山阴十二春
bduf	不到山中更不逢
bduf	不到山中竟不逢
bdui	不到圣处宁非痴
bduy	不道使车遥
bduh	不道朔雪寒
bdsn	不到嵩阳动十年
bdtx	不到天明不肯休
bdtx	不到天明未肯休
bdwg	不倒翁
bdmu	不道无家舍
bdxu	不道姓名应不识
bdvl	不道诸公无表来
budw	不得
bdax	不得安孔席
bdbj	不得灞陵倾别酒
bdbu	不得不
bdbe	不得不尔
bdcq	不得采苓去
bdin	不得常少年
bdis	不得长相随
bdcy	不得从之游
bdev	布德二氏综合征
bdev	不得而知
bdfh	不得赴李尚书宅会
bdgl	不得更迟留
bdgt	不得共池塘
bdgi	不得共趋朝
bdgu	不得缑山和一声
bdgw	不得顾采薇
bdgy	不得归锄耰
bdhj	不得话离襟
bdhx	不得豁心胸
bdxu	不得见清时
bdxu	不得见兮露寒水深
bdqe	不德将鹿矣
bdjb	不得劲
bdkj	不得开交
bdku	不得哭
bdln	不得了
bdmq	不得慢陶潜
bdmf	不得鸣凤飞
bdqs	不得其死
bdqs	不得其所
bdqy	不得其由
bdqq	不得亲随日月旗
bdqs	不得穷扶桑
bdqu	不得全其生
bdrx	不得人心
bdrj	不得日攀跻
bdrb	不得如意居太半
bduv	不得善终
bdus	不得少酬私
bduy	不得申其冤
bdur	不得收骨肉
bdsl	不得随飞龙
bdtc	不得同晁错
bdtu	不得同携手
bdtw	不得同舟望
bdww	不得违误
bdwu	不得问丹砂
bdms	不得无电扫
bdxm	不得闲
bdxs	不得相追随
bdxh	不得携手欢
bdyy	布德言皆应
bdyl	不得要领
bdei	不得已
bdev	不得已而为之
bdev	不得已而用之
bdyv	不得一日展
bdyz	不得游山泽
bdyu	不得语
bdyy	不得与之游
bdzq	不得在郎罢前
bdvr	不得展故人
bdvu	不得展平生
bdvb	不得展千里之步
budg	不等
bdbb	步登北邙坂
bdim	不等长编码
bdil	步登春岩里
bdda	不等大
bddy	不登大雅
bddt	不登大雅之堂
bdet	不等二价染色体
bdhc	不等号
bdhh	不等互换
bdui	不等式
bdvj	步登诸劫尽
budi	不敌
bdij	卜地初晦迹
bdel	布迪二氏定律
bdhl	卜地会为邻
bdmr	不第莫凄然
bdnd	布地奈德
bdnj	布地奈德鼻喷雾剂
bdnj	布地奈德粉吸入剂
bdnl	布地奈德福莫特罗
bdnb	布地奈德福莫特罗粉吸入剂信必可都保
bdnj	布地奈德气雾剂
bdnk	布地奈德气雾剂普米克
bdnj	布地奈德雾化剂
bdnb	布地奈德吸入剂普米克都保
bdwt	不第未蹉跎
bdyo	布地有黄金
budm	布店
bder	不点儿
bdxk	不典型
bdxv	不典型莫氏型房室传导阻滞
bdxx	不典型性
bdxu	不典型增生
butn	步调
btyv	步调一致
budp	不迭
budk	不定
buvg	布丁
buvg	补丁
budk	补订
bddl	不定度量
bdgf	不定根
bdjf	不定积分
bdry	不定若梦游
bduy	不定始知圆
bdxd	不定向的
bdbz	不动孢子
bdij	不动产
bdgh	不冻港
bdgj	不动关节
bdjz	不动精子
bdpz	不动配子
bduu	不动声色
bdvd	不懂装懂
bdtg	步斗踏罡
budu	不独
bdbx	不独避霜雪
bddp	不独冻馁迫
bdeq	布杜二氏肋骨骨膜剥离器
bdfh	不独芳菲好
bdfr	不睹丰年瑞
bdga	不独隔尘埃
bdgd	不独观酒德
bdgm	不睹诡谲貌
bdhy	不独汉家营
bdhl	不独华封老
bdhv	不睹皇居壮
bdjm	不睹谲诡貌
bdlc	不独陵我仓
bdlu	不独鲁诸生
bdmt	不独明朝为子推
bdpq	不睹平生亲
bdqz	不独卿相尊
bduw	不睹声明与文物
bdsu	不独私其身
bdwi	不独往湘川
bdyi	不睹岩中春
bdym	不独夜短昼分眠
bdyj	不独有文强
bdyv	不独远公知
bdvv	不独支公住
budr	不断
budr	不端
bdrd	不断如带
bddg	不断提高
bdxx	不断犀象
budv	不对
budv	部队
budv	钚堆
bdia	不对茬
bdie	不对茬儿
bdig	不对称
bdie	不对称联体儿
bdif	不对称乳房
bdit	不对称射线图
bdiv	不对称身材矮小性发育异常综合征
bdih	不对称身材矮小性腺发育异常综合
bdit	不对称线图
bdjb	不对劲
bdtz	不对头
bdih	部队长
bdxm	不多见
beey	不恶而严
bue	布尔
bebu	布尔表达式
bevv	布尔查找
bedu	布尔代数
bedj	布尔登气压计
bedg	布尔顿管
befm	不二法门
begi	布尔过程
behu	布尔罕山
bejx	不二价
bejb	布尔津
bejx	布尔津县
bekk	不尔苦寒何太酷
beqy	布尔乔亚
besb	布尔萨血红蛋白
beuk	布尔什维克
bevv	布二氏综合征
bess	布尔搜索
beys	布尔运算
bevx	不饵住云溪
bufa	不乏
bufa	不法
bufa	步伐
bufa	步法
bufa	补发
bfik	不法常可
bfdj	不发达国家
bffz	不法分子
bfgj	不法古不修今
bfkb	布法裤下摆
bfpj	布法袍衣襟
bfql	不乏其例
bfqr	不乏其人
bfuf	不法商贩
bfvd	布法术鞋底
bfxl	不乏先例
bfyu	不发育
bfyn	步法运用不能
bfvd	不发之地
bfvt	不法之徒
bufj	不凡
bufj	不犯
bfdl	布帆当砌落
bfgi	不烦歌吹
bfjh	不返旧征魂
bfql	布帆轻白浪
bfmy	布帆无恙
bfmf	布帆无恙挂秋风
bufh	不妨
bufh	不防
bufh	布防
bfiz	不妨垂钓坐
bfcd	不妨从事恣攀登
bffz	不妨风月事琴樽
bfgg	不妨高卧顺流归
bfgw	不妨公事资高卧
bfhx	不妨还报喜
bfui	不妨事
bfuz	不妨诗思许琴尊
bfuk	不放双眉时暂开
bftx	不妨同伴各东西
bfxt	不放香醪如蜜甜
bfyd	不妨饮酒复垂钓
bfye	不妨游子芰荷衣
bufw	不菲
bufw	补肺
bfbf	不悱不发
bfil	不费吹灰之力
bfhz	不费黄金资
bfhx	补肺活血
bfhn	补肺活血胶囊
bfjh	不废江河
bfjl	不废江河万古流
bfke	不废看花君绣衣
bfwj	补肺丸
bfxw	补肺消肿丸
bfyh	不废烟霄是此行
bfvh	不费之惠
bfvf	不废中庭趁蝶飞
buff	不忿
buff	部分
bfbf	部分报告法
bfbc	不分彼此
bfby	部分变性反应
bfbv	不分伯仲
bfbq	不愤不启
bfiz	部分肠梗阻
bfiu	不忿朝来鹊喜声
bfiu	部分沉浸式虚拟现实
bfgr	部分冠
bfhl	部分函数依赖
bfhx	部分呼气量静态反弹曲线
bfhx	部分呼气流量静止退缩曲线
bfjy	部分激动药
bfjd	部分加电
bfjz	部分接合子
bfjd	不分荆山抵
bfjd	不分君恩断
bfjj	不分君恩绝
bfju	不分君家新酒熟
bfkz	不分开襟悲楚奏
bfli	不分离
bflb	不愤连年别
bfnk	布酚宁
bfnp	布酚宁片
bfpv	部分脾移植
bfpv	部分偏振
bfpb	部分偏振波
bfpg	部分偏振光
bfph	部分平衡
bfqx	不愤钱塘苏小小
bfqb	不分青白
bfqb	不分青红皂白
bfub	不分沙岸白
bfuf	不分胜负
bfup	部分失神经支配
bftj	不分桃花红胜锦
bftt	部分同源染色体
bfxs	不分先悲旅馆丧
bfxd	部分性房室通道
bfxv	不分轩轾
bfyd	不分淹留桑路待
bfet	部分异源多倍体
bfyd	不分玉石
bfzb	不分皂白
bfvy	不分畛域
bfvx	部分正确性
bfzx	部分子模型
bfbf	不丰不敷
bfbj	不丰不俭
bfbu	不丰不杀
bfgy	不逢高枝引
bfhz	不逢寒风子
bfod	不逢金简扳云洞
bfjh	不逢君蹇涸
bflh	不逢篱菊正开花
bflv	不逢流水亦难知
bfqz	不逢秦女在
bfah	不封十万户
bfuv	不逢输鲠直
bfxu	不逢星汉使
bfyr	不逢眼中人
bfvp	不逢枝叶攀
bfvy	捕风捉影
bfvs	捕风捉影散
bufu	不复
bufu	不服
bufu	不符
bufu	步幅
bfbg	不复庇本根
bfbg	不复辨晨光
bfcj	不负沧洲期
bfdn	不复待加年
bfdy	不复待猿吟
bfdm	不复到青门
bfdj	不复得闲居
bfeg	布弗二氏电凝吸引套管
bfed	布弗二氏碎胎刀
bfgo	不复更论文
bfgc	不复归本丛
bfhx	不复还东溪
bfhe	不符合
bfjn	布福吉宁
bfjl	不复计忧乐
bfju	不负佳山水
bfxr	不复见故人
bfxl	不复见平陆
bfxb	不复见颜鲍
bfkm	不复堪命
bflj	不复理残机
bflg	不复理章句
bflj	不负林中期
bfmd	步复迈
bfmk	不复梦周孔
bfrx	不复人间见
bfsf	不复扫荆扉
bfum	不伏烧埋
bfud	不腐蚀的
bfut	不服水土
bfsg	不复锁萧关
bftf	不服铜虎符
bftx	不复同苦辛
bfwb	不复位瓣
bfwz	不复问华簪
bfwj	不复问离襟
bfwl	不复闻夏乐
bfwx	不复问乡墟
bfwy	不复卧南阳
bfxw	不复下山能借问
bfxe	不负信陵恩
bfym	不复谒承明
bfyw	不复婴世网
bfyw	不复忧安危
bfyu	不复有家室
bfyl	不复忧霜露
bfzi	不负早莺春
bfvx	不负折芳心
bfvg	不复镇萧关
bfvd	不复知天大
bfvw	不负众望
bfvj	不服朱审李将军
bfzv	不扶自直
bfzx	不复醉流霞
bugd	不该
bgef	布盖二氏法
bgld	不改灵光殿
bgql	不改其乐
bgqh	不改青松寒
bgqg	不改清阴待我归
bgqx	不改青云心
bgru	不改任棠水
bgyu	不改幽涧色
